cluster,households,recency_days,total_sales,baskets,avg_basket_value,coupon_discount_ratio,retail_discount_ratio,private_label_share,segment_name
0,670,17.03731343283582,1711.8508358208956,77.47611940298508,24.27672550950872,0.006448788546398107,0.2408248669285377,0.36626357101085427,Promotion-driven routine shoppers
1,509,79.50884086444007,473.13007858546166,21.913555992141454,25.79590226109075,0.0020847200620966438,0.16870461587402516,0.2710698015239067,Dormant / lapsed households
2,881,11.326901248581159,3939.387650397276,95.06583427922816,43.439722499530355,0.0035765020279524555,0.1506141602098048,0.2305802145970636,High-basket-value established shoppers
3,440,4.718181818181818,7270.636386363637,292.55227272727274,26.488182417439997,0.004758221592252721,0.17762599675149104,0.31635409995808833,High-value loyal shoppers
